alumno_id,matricula,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,curp,sexo,grado,semestre,grupo,especialidad_id,especialidad,turno,situacion_escolar_id,situacion_escolar,promedio_general,reputacion,usuario_correo,telefono_contacto,nacionalidad_id,nacionalidad,pais_origen,municipio,estado,domicilio,codigo_postal,fecha_ingreso,beca,estatus_pago_cooperacion,promedio_ingreso,asistencia_pct,riesgo_academico,grupo_id,tutor_id,jefe_grupo_id,curp_validada,acta_nacimiento,seguro_medico,tipo_sangre,contacto_emergencia,telefono_emergencia
ALU0461,134263C0461,Min Seo,gonzález,Nava,07 Apr 2010,GONA100407MGRNVNW6,M,3,3 semestre, C,IA,Inteligencia Artificial,vespertino,SE01,Reg.,s/d,excelente ,andreagonzalez4@cbtisI34.edu.mx,9217279812, N01,Mex1co,Mex.,,Guerrero,N/A,,20/04/24,NO,Pendiente,89%,83%,M3dio,G065,TUTO55,JEF003,0,Entregada,IMMS,0+,Vecino,(357) 724 9626
ALU0462,134262A0462,ximena nicole,Flores,,2010-08-29,FOGC100829HGRLRRZ3,M,2°,S2,a,OFI,Ofimática,VESPERTINO,SE03,Condic.,99%,Destacdo,cristianflores_134@gmail.com,37 2864 6602,NO1,Mexico,MEXICO,,Guerrero,"16 de Septiembre #518, Col. Figueroa Mata",39801,23/07/24, ,Pagado,8.20,,,g033, TUT002, JEF002,Pendiente,OCR,N/A,A+,Madre,3533213328
ALU0463,134262C0463,Luis Ángel,Rojas,Méndez,24/09/09,ROML090924HGRJNSW7,M,2,2°, C,PROG,Programación,N/A,se01 ,Regular,>=9,Confictivo,luisrojas_134@gmail.com,85 4200 1917,n01, mx ,Mex1co,Tlapa,Guerrero,"Miguel Alemán #390, Col. Centro",39O12,2023-09-03,,parcial,N/A, ,Bajo,g043,TTU009,JEFOO6,SI,pendiente,IMMS,0+,Madre,4136640910
ALU0464,134264B0464,Michael James,Torres,Noriega,2009/10/26,TONL091026MGRRRCV9,f,4,4°, B,IA,Inteligencia Artificial,Vespertino,se01,Reg.,6.4,Aceptable,luciatorres.4b @cbtisI34.edu.mx,50 7950 9530,n01,MEXICO,Méxcio,Coyuca,Morelos,"16 de Septiembre #47, Col. Universal",,06/11/2026,Si,parcial,7.2,"59,0",,g079,, JEF039,1,OK,ISSSTE,desconocido,s/d,+52 082 610 5680
ALU0465,134261C0465,VALERIA GUADALUPE,Navarro,Estrada,O1/21/2010,NAEE100121MGRVSMQ2,F,1°,1 semestre,C ,prog,Programacion,Vespertino,se01, Reg.,7.4,destacado,eminávarro_134@hotmail.com,(684) 002 3823,n01,NA,Mexíco,Tlapa,Puebla,"Niños Héroes #490, Col. San Rafael Norte",,03/27/2026,No,pendlente,9.5,,M3dio, G015,TUTO12,jef012,0,pendiente,Ninguno,A-,Vecino,94 7789 1860
ALU0466,134264A0466,Diego Alejandro,Xu,Hu,2011-04-15,XUHJ110415MGRXXXY4,M,4°,IV, A,ofi,Ofimatica,NULL,null,condiclonado,8.8,Buena,jiaxu.4a@hotmail.com,(601) 383 9342, N02,China,china ,Quechultenango,EDO. MÉX.,NULL,39416,22.05.2026,No,Pagado,7.5,,alto , G075, TUT027,JEF017,SI,pendiente,IMSS,A-,Veicno,+52 576 417 8176
ALU0467,134266C0467,Hye Jin,Ruiz,Velasco,05/12/06,RUVN061205HGRZLXM4,H,6°,VI, C,IA ,Inteligencia Artificial,Vespertino,se03,CONDICLONADO,7.5,Buena,noaruiz @outlook.com,8931248300,N01,México,Mex1co,Zumpango,Oaxaca,"Niños Héroes #648, Col. Figueroa Mata",,18.05.2026,No,PAGADO,6.3,s/d,Medio,G128,tut016,JEF031,1,OCR,ISSSTE,A-,Tía,99 0377 2618
ALU0468,134265C0468,Juan Carlos,Vega,Pineda, 16 Dec 2010,VEPA101216HGRGNNO3,M,5°,V,C ,cons,Construcción,matutino,se03,Condiclonado,6.3,Destacdo, ,7020287560, N01,Mexíco,Méxcio,Chilapa, Oaxaca,"Vicente Guerrero #269, Col. Los Sauces",39601, 07/05/2026,Sí,NA,8.4,"100,0",M3dio,G111, TUT014,jef014,Pendiente,OK,Ninguno,A-,Tutor,(423) 956 19I2
ALU0469,134262C0469,Wang Hao,Cano,Gutiérrez, 2005/07/24,CAGI050724HGRNTSD9,M,2,null,C,ia,Inteligencia Artificial,vespertino,se01,Reg.,"7,4",Bueena,isaaccano_134@cbtis134.edu.mx,,NO1,MEXICO,Mexico,,Oaxaca," Vicente Guerrero #332, Col. Centro",39796,01/07/2025,No,NA,9.5,s/d,álto,g044,TUT002,jef036,s/i,OCR,N/A,desconocido,Hermano,33 4395 7750
ALU0470,134264B0470,HYE JIN,García,Velasco,2009/07/05,GAVM090705HGRRLNQ0,m,4,4,B, ofi,OFIMÁTICA,Vespertino,SE01,regular,91%,excelente ,manuelgarcia-est@alumno.cbtis134.mx,243-975-6524,n01,Mex1co,mexico,NA,Guerrero,"Av. Lázaro Cárdenas #402, Col. Lomas del Poniente",,,s/i,pendlente,"8,4",,Alto,G082,TUTOO4, JEF005,SI,Entregada,Particular,desconocido,Hermano,(460) 407 2567
 ALU0471,134265C0471, Lucía Elena ,Castañeda,Ortiz, 25.07.2005,CAOC050725MGRSRMZ8,M,5,,C ,CONT,CONTABILIDAD, Vespert1no,SE01, regular,N/A,EXCELENTE,camilacastaneda..5c@cbtisI34.edu.mx,+52 645 313 1032,N01, mx ,Mexíco,chilapa,Edo. Méx.,"Vicente Guerrero #242, Col. San Rafael Norte",39886,2024/o2/07,beca?,pendlente,"6,2",91%,Bajo, G109,,jef021,Pendiente,s/d,Particular,O ?,Tía,255-909-0562
ALU0472,134262B0472,Min Seo, Rojsa,Méndez,28.03.2009,ROMA090328HGRJNRI6,M,2°,S2,B,cons,CONSTRUCCIÓN,Matutino, SE03,Condic.,81%,media,AARONROJAS@HOTMAI1.COM,(739) 781 0726,N01,Méxcio,Méxcio,Zumpango,Oaxaca,"Miguel Alemán #647, Col. 20 de Noviembre",39180,02/05/23,,Pendiente,9.6,52%,alto  , G041,TUT021, JEF027,0,pendiente,ISSSTE,B+,Padre,+52 722 121 6655
ALU0473,134265C0473, Valeria Guadalupe ,Vega,Pineda,07/04/2007,VEPN070407MGRGNTT5,M,5°,V,c,cons,Construcción,Matutino,SE03,Condicionado,6.4,reservado,nataliavega.5c@outlook.com,s/d, N01,México, mx ,,Oaxaca, ,39O12,01.07.2023,,parcial,8.2,s/d,M3dio, G111,TUT030,jef014,Pendiente,OCR,Particular,A+,Vecino,5535515391
ALU0474,134266A0474,Hye Jin,Flores,,O9-Mar-05,FOOL050309MGRLRCP3,f,6,S6, A,lab,LABORATORISTA QUÍMICO,Matutino, SE05,Baja def.,9.3,,luciaflores-est@alumno.cbtis134.mx,2549505842, N01,México,MEXICO,Taxco,NULL,"Calle Juárez #599, Col. Emiliano Zapata",, 20.11.2024,s/i,PAGADO,8.40,46%,BAJO,G119,TUT033,JEF033,NO,No localizada,N/A,desconocido,Madre,(521) 237 5236
ALU0475,134266A0475,Seo Jun,López,Reyes,16-Aug-09,LORM090816MGRPYNS6,f,6°,VI ,a,cons,Construcción,Matutino,se01,Reg.,9.40,Aceptable,monserratlopez-est@alumno.cbtis134.mx,01 0063 0857,NOI ,Méxcio,Mexico,,Oaxaca,"Vicente Guerrero #498, Col. Los Sauces",,12 Mar 2024,s/i,NA,"7,1","71,0",M3dio,G118,tut035,jef009,,OCR,Ninguno,desconocido,Padre,0489049185
ALU0476,134263B0476,Seo Jun,Rivera,Bustamante, ,RIBE080411HGRVSMC2,m,3°,3 semestre,B,ia,Inteligencia Artificial,Vespertino,SE01,Regular,"6,4",destacado,emirivera93 @cbtis134.edu.mx,31 4688 9356,NO1,Méxcio,Mexico,,NULL,"M1guel Alemán #571, Col. Los Sauces",39121,04/20/2025,No,Pendiente,9.7,,Alto, G058,TUT008, JEF026,N/A,OCR,IMSS,N/A,,814-530-0707
ALU0477,134265C0477,Sofía Alejandra,Ramírez,Campos,17/08/2006,RACA060817MGRMMNY4,M,NULL,S5,C,s/d,INTELIGENCIA ARTIFICIAL,NULL, SE01,Reg.,7.8,Bueena,anaramirez@gmail.com,(192) 656 4870, N01,Mexíco,Mexíco,Zupmango ,Puebla,"Av. Insurgentes #334, Col. CNOP",39169,16.06.2025,Sí,PAGADO,97%,s/d,BAJO,G107,TUT042, JEF032,s/i,Entregada,IMSS,O+,Padre,515-963-1701
ALU0478,134263B0478,Ana Sofía,Cho,Yoon,06.12.2010,N/A,M,3°,S3, B,OFI,Ofimatica,s/d, SE01,R3gular,7.6,Destacado,seojuncho@alumno.cbtis134.mx,0814952279,NO3,Corea del Sur,South Korea,acapulco,N/A,"HIDALGO #973, COL. FIGUEROA MATA",39609,19-Apr-23,Sí,pendlente,9.20,N/A,BAJO,G061,TUT038,JEF001,s/i,No localizada,IMSS,O+,Madre,+52 770 269 9845
ALU0479,134264C0479,Sofía Alejandra,Mendoza,Acosta,04/06/2008,MEAE080604MGRNCSM2,M,4°,S4, C,ARH,ADMINISTRACIÓN DE RECURSOS HUMANOS,Vespertino, SE04,Baja Temporl,"7,3",Media ,esmeraldamendoza22@gmail..com,, N01, mexíco,MEXICO,Zumpango,Puebla,"Calle Juárez #113, Col. 20 de Noviembre",39085,14-Oct-26,beca?,NA,8.2,"78,0",Medio,g087, TUT024, JEF017,Pendiente,OK,IMSS,O+,Vecino,(627) 299 1380
ALU0480,134265C0480,Seo Jun,Lee,,07.09.2005,LECJ050907MGRXHSM5,f,5°,NA,c,lab,Laboratorista Químico,matutino,se02,Irregu1ar,9.9,reservado,jisoolee.5c @alumno.cbtis134.mx,+52 155 247 4618,n03,Corea d3l Sur,corea del sur,Quechultenango,GUERRERO,"16 de Septiembre #534, Col. Figueroa Mata",39545,null,,Pagado,"9,?",72.8,alto ,g112, TUT052, JEF036,0,OCR,IMSS,desconocido, Padre,(931) 737 2383
ALU0481,134264C0481,Renata Ivanna, Yang,Sun,21/09/2008,YASH080921HGRNNXH3,H,4,4,c,CONS,CONSTRUCCION,matutino,SE01, regular,86%,Regular,haoyang.4c@cbtisI34.edu.mx,I287392563,N02,CHINA,china , CHILPANCINGO,CDMX,"Miguel Alemán #33, Col. 20 de Noviembre",,19/12/2025,beca?,Pendiente,7.6,s/d,Bajo, G090, TUT051,jef001,Pendiente,Entregada,ISSSTE,0+,Padre,7937460075
 ,134261C0482,JAE HYUN,Vega,Muñoz,2O0-711-01,VEML071101MGRGNCK8,f,1°,S1,C,PROG,PROGRAMACIÓN,vespertino,SE04,null,8.80,Buena,luciavega_134@outlook.com,868-932-6373,n01,Mex.,Méxcio,Quechultenango,s/d,"Benito Juárez #363, Col. PRD",39O12,24/11/2025,Beca Benito Juárez,Pagado,85%,,Medio,G015, TUT014, JEF012,1,OK,Particular,0+,Padre,(039) 379 4578
ALU0483,134261A0483,María Fernanda,null,Serrano,2010-07-26,VESA100726HGRGRLA2,H,1°,S1, A,,Ofimática,Vespert1no,se06,Reinscrito,7.6,,alvarovega_134@cbtis134.edu.mx,458-035-3882,N06,Espana,Reino de España,Tlapa,Oaxaca,"Vicente Guerrero #257, Col. Lomas del Poniente",,2O23/04/28,Sí,null,87%,"78,0",M3dio,G005,tut021,JEF029,,Entregada,ISSSTE,AB+,Madre,513-116-1869
ALU0484,134262B0484,sofía alejandra,Deng,He,11/08/2008,DEHB080811HGRNXXM3,m,2°,2°,N/A,OFI,Ofimática,vespertino,SE02,irreg.,9.1,Confictivo,bodeng@cbtis134.edu.mx,NULL,null,CHINA, hCina,Zumpango,Guerrero,"Niños Héroes #112, Col. Los Sauces",39968,06/23/2026,No,NA,7.70,82%,M3dio, G040,TUT005,jef005,,Entregada,Particular,NULL,Padre,9173412258
ALU0485,134265C0485,Lucía Elena,Harris,Martin,23-08-2005,HAMJ050823HGRRRML0,M,5°,V,c,IA,Inteligencia Artificial,vespertino,null,Regular,s/d,Regular,jamesharris.5c@gmail.com,(803) 688 2323, N05,Estados Unidos,Estados Un1dos ,Tixtla,CDMX,"Calle Juárez #463, Col. Universal",,25/11/2023,,Pagado,8.3,"94,0",M3dio, G107, TUT042,JEFO13,s/d,pendiente,N/A,O+,Padre,06 2165 0726
ALU0486,134261D0486,Karen Guadalupe,Vargas,Garrido,2005-10-18,VAGK051018MGRRRRA5,F,1°,1°, D,ofi,Ofimat1ca,Vespertino, SE01,Regular,6.2,reservado,karenvargas_134@outlook.com,262-754-3519, N01,México, mx ,Chilapa,Puebla,"5 de Mayo #160, Col. Universal",,25.08.2026,s/i,parcial,N/A,,,G026,TUT019,JEF011,1,OCR,Particular,desconocido,,845-986-9012
ALU0487,134261D0487,Juan Carlos,Martínez,Pérez,18 May 2006,MAPA060518MGRRRNS8 ,F,1,I, d, ,Programaicón,VESPERTINO, SE01,Reg.,9.30,Bueena,anamartinez65@hotmail.com,(737) 329 2450,N01,Mex.,Mex1co,Acapulco,CDMX,"Av. Insurgentes #152, Col. Figueroa Mata",,04/10/2025,Beca Benito Juárez,PAGADO,80%,,Bajo,g022, TUT027,NULL,0,Entregada,ISSSTE,A-,Madre,+52 540 004 8209
ALU0488,134265B0488,Jae Hyun,Martínez,Pineda,10/11/06,MAPN061110HGRRNXZ6,H,5,5,B,C0NT,CONTABILIDAD,vespertino,SE01,Regular,9.8,NA,noamartinez7@cbtis134.edu.mx,+52 306 831 1806,n01,Mex1co,Méxcio,Tixtla,Guerrero,"Av. Insurgentes #507, Col. 20 de Noviembre",39230,2023/05/25,s/i,Pendiente,NULL,"53,0",M3dio,g102, TUT048,JEFO33, ,pendiente,ISSSTE,B-,Vecino,8513602353
ALU0489,134265C0489, Luis Ángel ,López,Méndez,19-Aug-09,LOMC090819HGRPNRH0,M,5,5°,C,cons,Construcción,matutino,SE01, regular,7.3,Aceptable,carloslopez@hotmail.com,(781) 793 1785, N01,s/d,Mex.,Iguala,Oaxaca,"Av. Lázaro Cárdenas #806, Col. 20 de Noviembre",,02/11/26,Si,parcial,8.30,56.2,BAJO,  G111, TUT014,JEFO14,s/i,OK,ISSSTE,O ?,Hermano,8279627897
ALU0490,NULL,Daniel Emiliano,Morales,Santos,2010-04-11,MOSE100411HGRRNDJ4,M,4°,4°,B,CONT,CONTABILIDAD,Vespertino,se01, regular,7.7,Confictivo,eduardomorales_134@hotmail.com, ,NO1, mx ,Méxcio,TIXTLA,Edo. Mex.,"Hidalgo #794, Col. Lomas del Poniente",39260,2023/11/24,beca?,Pendiente,6.9,"99,0",BAJO,g081,tut029, JEF022,1,No localizada,ISSSTE,O-,Padre,887-429-9559
ALU0491,134264A0491,Seo Jun,Rojas,Ramos,2007/06/10,RORN070610HGRJMXW0,M,4°,NULL,A , ARH,Administración de Recursos Humanos,Vespetrino,,Condicionado,7.3,Bueena,noarojas-est@cbtis134.edu.mx, ,N01,Mexico, mx ,Iguala,Oaxaca,"Calle Juárez #866, Col. PRD",39328, ,,Pendiente,6.70,s/d,M3dio,g073,tut035,JEFO32,1,OK,Ninguno,A-,Vecino,2816924628
ALU0492,134263B0492,LUCÍA ELENA,Mendoza,Márquez,25/06/2007,MEMJ07O625HGRNRSL8 ,m,3,S3, b,N/A,Programación,vespertino, SE01,REGULAR,"9,?",Reservado,josemendoza @alumno.cbtis134.mx, 461-347-3378, N01,Mexíco,Mex1co,Acapulco,CDMX," Av. Insurgentes #560, Col. 20 de Noviembre",39930,21-03-2024,NO,parcial,9.2,"68,0",Medio, G057,TUTOO4,jef034,NO,OCR,Ninguno,AB+,Tutor,+52 152 6O3 5112
ALU0493,134266A0493,Valeria Guadalupe,Guo,Ma,2007-08-14,GUMQ070814HGRXXNR0,m,6, 6 semestre, A,ofi, ,Vespertino,SE01, regular,"8,2",Aceptable,qianguo_134@outlook.com,(176) 8O3 5758,N02,ch1na ,China,Chilpancingo,Edo. Méx.,"Hidalgo #533, Col. San Rafael Norte",39178,30/11/2025,s/i,NA,9.8,"55,0",BAJO, G117,tut034,JEFO17,s/i,pendiente,ISSSTE,O+,Hermano,null
ALU0494,134262C0494,Miguel Ángel,Han,Lim,13-May-11,HALJ110513HGRNMHI8,M,2°,II,NULL,OFI,Ofimatica,Vespertino, SE02,Irregu1ar,"9,?",Buena,jihohan-est@hotmail.com,59 1674 4278,n04,Corea , corea,Zumpango,Puebla,"Niños Héroes #400, Col. 20 de Noviembre",39167,O7/03/26,beca?,NA,>=9,46%,,s/d,TUT002,jef002,Pendiente,OK,N/A,A+,VEC1NO,+52 485 232 6985
ALU0495,134262C0495,Emily Rose,s/d,Muñoz,31/01/10, ,m,2,S2, C,PROG,PROGRAMACIÓN,Vespertino,SE01, Reg. ,"10,0",buena,kevinramirez@outlook.com,(344) 471 1486, N01,Mexíco, mx ,,Guerrero,"Benito Juárez #373, Col. Figueroa Mata",39O12,07 Jul 2026,Sí,Pendiente,6.5,,Alto, G043,TUT047,JEFOO1,0,OCR,IMSS,A-,Hermano,(899) 622 1650
ALU0496,134265C0496,Juan Carlos,Pérez,Nava,30 Nov 2005,PENG051130HGRRVLP7,H, 5°,5°, C,ARH,ADMINISTRACIÓN DE RECURSOS HUMANOS,Vespertino,se01, regular,9.2 ,Destacdo,gaelperez_134@gmail..com,21 6131 3794,NO1,MEXICO,null,Zumpango, Oaxaca,"5 de Mayo #373, Col. San Rafael Norte",,12.12.2023,No,Pagado,SIN CAPTURA,s/d,Alto , G108,TUT026,JEFO2O,s/i,OCR,N/A,N/A,Hermano,18 5066 3760
ALU0497,134266B0497,Li Wei,Jackson,White,2010-04-18,JAWS100418MGRCHPY4,f,6,6 semestre, B,cons,Construcción,Mauttino, SE06,Reinscrito,7.6,Excelnte,sophiajackson.6b@cbtisI34.edu.mx,+52 801 186 6087, N05,U.S.A.,EE.UU.,QUECHULTENANGO,Edo. Méx.,"Av. Lázaro Cárdenas #321, Col. Centro",39606,18 Feb 2026,NO,Pagado,7.1,s/d,Medio,g125, TUT019,JEF006,SI,pendiente,Particular,desconocido,Madre,690-033-8378
ALU0498,134262B0498,emily rose,Morales,Luna,04-02-2010,MOLB100204MGRRNRC0,F,2,2,B ,PROG,Programacion,Vespertino,SE01,REGULAR,8.5,media,briandamorales_134@outlook.com,+52 496 939 1229,NO1,Méxcio,MEXICO,Acapulco,Oaxaca,"Niños Héroes #687, Col. CNOP",, 25/04/24,Sí,NA,8.3,,Medio, G036,TUT026,JEFO1O,s/i,OCR,IMSS,B+,Padre,7536740134
ALU0851,134261B0851,JAE HYUN,Jackson,White, 02-Apr-08,JAWS080402MGRCHPR1,f,1°,1 semestre,,ia,Inteligencia Artificial,Vespertino, SE02,Irreg.,94%,NULL,sophiajackson@hotmail.com,079-186-0581,NO5,US,USA,Acapulco,Guerrero ,"Vicente Guerrero #933, Col. Centro",,25-Oct-26,Beca Benito Juárez,Pend1etne,7.6,96%,Medio,G009,tut046,jef010,Pendiente,Entregada ,ISSSTE,B+,Vecino,56 0794 5862
ALU0500,134264C0500,jorge alberto,Torres,Ramírez,05/10/06,TORR061005HGRRMCB2,s/d,4,S4,c,prog,Programación,vespertino, SE01,R3gular,7.8,EXCELENTE,ricárdotorres-est@cbtis134.edu.mx ,(236) 691 4864,N/A,Mex1co,Mex., iguala,Edo. Mex.,"Benito Juárez #599, Col. 20 de Noviembre",39357,04.10.2026,Beca Benito Juárez,pendlente,6.4,,BAJO,G085,TUTO47,jef019,s/i,OCR,IMMS,O+,Madre,29 2632 4855
ALU0501,134265B0501,Ana Sofía,Catsañeda,Luna,15.11.2O07,CALB071115HGRSNRS9,M,5°,5,B,OFI,Ofimatica,Vespertino,se03,Condic.,7.8,reservado,brayancastaneda-est @cbtis134.edu.mx,+52 530 094 9236,NO1,Mexíco,Mex.,Chilpancingo,CDMX,"Av. Lázaro Cárdenas #97, Col. Emiliano Zapata",,O6/08/26,NO,NA,6.8,s/d,BAJO,g103,TUT053, JEF028,0,OK,IMMS,B+,Tía,38 8737 2409
ALU0502,134264C0502,Ana Sofía, Canto,Beltrán,201-001-23,CABA100123MGRNLLJ8,M,4,4°,C,ofi,Ofimatica,null,se01,REGULAR,9.3,Reservado,alexacanto.4c@cbtis134.edu.mx,+52 141 815 0171,NO1,Méxcio, Méxcio,N/A,Oaxaca,"Niños Héroes #620, Col. 20 de Noviembre",,2023/07/05,Si,Pagado,7.00,67%,M3dio,g089,TUT011,JEFO29,0,No localizada,Ninguno,O+,Vecino,+52 117 417 0382
ALU0503,134265B0503,marc o,Navarro,Pérez,O1/08/2011,NAPM110108HGRVRRO0,H,5°,V, B,prog,PROGRAMACIÓN,vespertino,SE01,Regular,7.9,Excelente,marconavarro-est@outlook.com,15 6193 1658, N01,Méxcio,MEXICO,Acapulco,Edo. Méx.,"Benito Juárez #580, Col. 20 de Noviembre",39053,03/08/2026,Si, pend1ente,7.8,,,g099, TUT004,JEFOO4,s/i,OCR,N/A,O-,Vecino,43 0532 1554
 ALUO504,134262B0504,Emily Rose,Ortega,Carrillo,09-09-2011,OECC110909HGRRRRF8,H ,2,2 semestre,b, cont,Contabilidad,vespertino, SE01,REGULAR,N/A,destacado,cristianortega9@gmail.com,(859) 492 3069,n01,Mexico,Mexíco,Taxco,Edo. Mex.,"Miguel Alemán #432, Col. Universal",,2024/05/23,NO,Pagado,7.1 ,"72,0",alto ,G039,tut051,jef024,SI,Entregada,IMMS,O-,Vecino,342263448O
ALU0505,134263C0505,Emily Rose,s/d,Luna,02/01/08,VALL080102HGRRNSM5,NULL,3,S3,C ,IA,Inteligencia Artificial, vespertino, SE06,Reinscrlto,"8,2",Resevado,luisvargas_134@hotmail.com,996-943-5775,N01,Mex1co,México,,Oaaxac ,"Calle Juarez #878, Col. 20 de Noviembre",39O12,21-Mar-23,s/i,Pagado,8.5,,Bajo, G065,TUTO55,JEF0O3,0,pendiente,IMMS,desconocido,Madre,(619) 415 1376
ALU0506,134266C0506 ,Seo Jun,Chávez,Gutiérrez,18 Aug 2007,CAGF070818MGRHTRA2,F,6°,VI,C ,LÁB,LABORATORISTA QUÍMICO,matutino , SE01,Regular, 84%,Destacado,fernandachavez81@gmail.com,91 4996 9093,N01,Mex.,Méxcio,Chilpancingo ,Morelos," Hidalgo #810, Col. PRD ",39648,25/06/23,,pendlente,6.40,77.7,Medio,G133,TUTO35,jef10I,SI,No localizada,ISSSTE,desconocido,Hermano,+52 139 356 4886
ALU0507,134264B0507,Diego Alejandro,Cho,Yoon,30/11/2007,COYS071130MGRHNJE1,M,4°,4°,b,prog,Programación,vespertino,se04,baja temporal,9.3,Baja,seojuncho.4b@cbtis134.edu.mx,+52 651 139 9134,N03, ,Corea del Sur,Chilpancingo,Puebla,"Benito Juárez #62, Col. 20 de Noviembre",,16/10/25,s/i,null,64%,,alto ,G078, TUT027,jef014,SI,pendiente,N/A,desconocido,Madre,(057) 872 3067
ALU0508,134266B0508,José Manuel,Ahn,Nam,2008/09/17,AXNJ080917HGRHMWK6,m,6,6 semestre,b,PROG,Programacion, vespertino,se01, regular,"6,3",EXCELENTE,jiwonahn_134@hotmail.com,53 4653 7382, N03, Korae South,Corea del Sur,Acapulco,Mroelos,"Calle Juárez #122, Col. Los Sauces",39O12,12/01/26,NO,parcial,6.9,s/d,Alto,g120,TUT010,jef010,NO,OCR,Particular,AB+,null,+52 867 988 4881
ALU0509,134265B0509,Li Wei,Navarro,Torres,12/06/2011,NATN111206HGRVRRG8,m,5,S5,B ,ofi ,Ofimática,Vespertino,SE01, regular,8.7,Media,noranavarro-est@outlook.com,0469302428,NO6,Espana,Espana,Coyuca,Guerrero,"Av. Lázaro Cárdenas #915, Col. Lomas del Poniente",39072,2024-01-29,s/i,NA,9.6,93.4,Medio,G103,TUTO53,jef012,SI,OK,IMMS,B-,Madre,(356) 281 6368
ALU0510,134261D0510,José Manuel,Gómez,,06/19/2006,GOOA060619MGRMRBK3,f,1°,I,D,ARH,Administración de Recursos Humanos,Vespertino, SE03,condicionado ,8.2,Excelente,abrilgomez_134@outlook.com,91 2653 0931,n01,Mexico,Mexíco,Tixtla,NA,"Av. Lázaro Cárdenas #161, Col. Universal",39389,03/09/2025,Beca Benito Juárez,s/d,9.3,77%,M3dio, G024, TUT002,JEF036,,OCR,ISSSTE,O ?,Madre,+52 751 348 4942
ALU0511,134264B0511,Valeria Guadalupe,Rivera,Silva,31 May 2009,RISM090531MGRVLNY3,M,4,IV, B,lab,LABORATORISTA QUÍMICO,matutino,SE06,Reinscrito,7.1,Destacado,monserratrivera@gmail..com ,(997) 368 1418,n01,Mexíco,Méxcio,Iguala,Puebla,"Calle Juárez #542, Col. CNOP",39951 ,2023/04/24,NO,Pagado,7.8,,alto, g084 ,tut027,jef012 ,NO,OCR,ISSSTE,B-,Hermano,44 3650 5872
ALU0512,134266B0512,Alan Brianda,Flores,Acosta,13 Sep 2006,FOAA060913HGRLCLJ8,m,6°,6, B,CONT,CONTABILIDAD,VESPERTINO,SE05,Baja definitiva,6.8,Aceptable,alanflores13 @hotmail.com,(596) 174 1994,n01,México,Mex.,Iguala, Oaxaca,"Benito Juárez #926, Col. San Rafael Norte",39790 ,15 Jul 2025,beca?,parcial,"8,4",s/d,BAJO,g123,tut050,jef029,s/i,OK,Particular,AB+,,3461353138
ALU0513,134265C0513,Sofía Alejandra,NA,Salinas,03-Sep-07,RISA070903MGRVLLB7,null,5,5,C,IA,Inteligencia Artificial,vespertino, SE01,REGULAR,9.0,buena,alexarivera@alumno.cbtis134.mx,58 1549 7097,s/d, mx ,Mexico, ,Morelos,"Hidalgo #3, Col. San Rafael Norte",,16-Apr-26,Sí,NA, 7.9,92.2,Bajo,G107,tut042, JEFO32,0,No localizada,Particular,A+,Tutor,761-547-1212
ALU0514, ,Min Seo,Guo,Ma,07 oct 2009,GUMQ091007MGRXXNH6,M,2,2 semestre, A,cont ,CONTABILIDAD,VESPERTINO, SE01,Regular,SIN CAPTURA,destacado,qianguo-est@gmail.com,393-485-5397,n02,China,Ch1na,Zumpango, ,"5 de Mayo #750, Col. Figueroa Mata",39O12,10.12.2026,beca?,Pendiente,7.3, 91.0,Alto, G032,tut042,JEFO24,1,Entregada,IMSS,B-,NA,O5 0730 4740
 ALU0515,134265C0515,Juan Carlos,Rojas,Acosta,,ROAN051030MGRJCXU6,f,5°,5,C ,cont,CONTABILIDAD,Vespertino, SE01, regular,8.1,Medla,noarojas.5c@outlook.com,6129626838,N01,México,Mex.,,CDMX,"Av. Insurgentes #700, Col. San Rafael Norte",39426,26/06/2025,,pendlente,"8,9",,Medio,g109,TUT016, JEF004,,No localizada,IMMS,A+,,9747248902
ALU0516,134266A0516,Miguel Ángel,Oh,Song,07/28/2006,OXST060728MGRHNYJ9,f,6°,S6,A ,ia,Inteligencia Artificial,Vespertino,se03,Condiclonado,9.1,Baja,taeyangoh91@gmail..com,+52 493 782 7219,N04,Korea,Corena,,Puebla,"Benito Juárez #339, Col. 20 de Noviembre",,25-03-2023,No,NA,"7,0",S/D,Bajo, GI14,null, ,,Entregada,ningnuo,desconocido,Vecino,+52 716 883 4927
ALU0517,134266A0517,Hye Jin,Navarro,Luna,02 Apr 2005,N/A,m,6,N/A,A ,CONS,CONSTRUCCIÓN,Matutino,SE01,Regular,7.9,null,jorgenavarro@alumno.cbtis134.mx,+52 752 069 0911,NO1 ,Mexíco, mx ,Zumpango,Edo. Mex.," Av. Lázaro Cárdenas #506, Col. Lomas del Poniente",, 25/09/24,beca?,pend1ente ,9.8,,Bajo,g118,TUT036,JEF009,Pendiente,No localizada,Ninguno,0+,Tutor,717-471-0817
